AQI,Humidity,Temperature,Pressure,GasResistance,RSSI,Timestamp,Location
0.0,45.31,25.98,1009.41,198.75,-113,2026-01-21T17:08:10.844807,Block-2
0.0,45.21,26.0,1009.4,198.99,-113,2026-01-21T17:08:15.201639,Block-2
0.0,45.14,26.01,1009.41,198.63,-112,2026-01-21T17:08:19.558689,Block-2
0.0,45.0,26.02,1009.41,200.09,-113,2026-01-21T17:08:23.916033,Block-2
15.22,44.85,26.03,1009.4,200.34,-113,2026-01-21T17:08:28.273304,Block-2
15.22,44.87,26.04,1009.4,194.26,-113,2026-01-21T17:08:32.630883,Block-2
15.22,45.0,26.05,1009.41,199.48,-113,2026-01-21T17:08:36.987803,Block-2
36.96,44.85,26.06,1009.4,200.09,-113,2026-01-21T17:08:41.345140,Block-2
0.0,44.7,26.07,1009.4,200.34,-113,2026-01-21T17:08:45.703045,Block-2
0.0,44.71,26.08,1009.42,198.39,-113,2026-01-21T17:08:50.058570,Block-2
15.22,44.94,26.09,1009.4,196.24,-114,2026-01-21T17:08:54.415922,Block-2
15.22,45.21,26.1,1009.42,196.24,-114,2026-01-21T17:08:58.772756,Block-2
0.0,45.33,26.1,1009.41,195.77,-113,2026-01-21T17:09:03.129906,Block-2
15.22,45.49,26.1,1009.41,196.48,-113,2026-01-21T17:09:07.487541,Block-2
15.22,45.57,26.1,1009.42,197.19,-113,2026-01-21T17:09:11.845112,Block-2
80.43,45.48,26.09,1009.41,198.63,-113,2026-01-21T17:09:16.201825,Block-2
102.17,45.28,26.08,1009.41,199.85,-114,2026-01-21T17:09:20.559353,Block-2
102.17,45.12,26.07,1009.41,199.97,-114,2026-01-21T17:09:24.916821,Block-2
102.17,44.89,26.06,1009.4,200.7,-114,2026-01-21T17:09:29.273225,Block-2
102.17,44.62,26.04,1009.4,201.94,-114,2026-01-21T17:09:33.631520,Block-2
80.43,44.45,26.03,1009.39,202.57,-114,2026-01-21T17:09:37.987087,Block-2
102.17,44.33,26.01,1009.4,202.57,-115,2026-01-21T17:09:42.345659,Block-2
58.7,44.27,26.0,1009.4,203.07,-114,2026-01-21T17:09:46.701903,Block-2
58.7,44.17,25.99,1009.4,203.32,-114,2026-01-21T17:09:51.059709,Block-2
15.22,44.05,25.98,1009.41,204.34,-114,2026-01-21T17:09:55.416175,Block-2
145.65,44.01,25.97,1009.41,203.2,-114,2026-01-21T17:09:59.773615,Block-2
102.17,44.0,25.95,1009.41,203.07,-113,2026-01-21T17:10:04.130872,Block-2
58.7,44.12,25.95,1009.4,202.57,-114,2026-01-21T17:10:08.487353,Block-2
80.43,44.26,25.94,1009.41,201.69,-113,2026-01-21T17:10:12.844884,Block-2
123.91,44.47,25.94,1009.41,201.69,-114,2026-01-21T17:10:17.203010,Block-2
102.17,44.52,25.93,1009.41,202.44,-114,2026-01-21T17:10:21.558577,Block-2
58.7,44.56,25.93,1009.42,203.45,-115,2026-01-21T17:10:25.916697,Block-2
58.7,44.37,25.93,1009.41,202.07,-114,2026-01-21T17:10:30.272817,Block-2
80.43,44.32,25.92,1009.41,202.57,-113,2026-01-21T17:10:34.762443,Block-2
80.43,44.3,25.92,1009.41,203.2,-114,2026-01-21T17:10:39.119969,Block-2
80.43,44.27,25.92,1009.4,200.34,-114,2026-01-21T17:10:43.477206,Block-2
102.17,44.29,25.93,1009.41,202.95,-114,2026-01-21T17:10:47.833521,Block-2
102.17,44.23,25.94,1009.41,201.32,-114,2026-01-21T17:10:52.190886,Block-2
80.43,44.31,25.95,1009.42,201.57,-113,2026-01-21T17:10:56.548722,Block-2
58.7,44.41,25.96,1009.42,200.7,-113,2026-01-21T17:11:00.904872,Block-2
58.7,44.46,25.96,1009.43,201.69,-114,2026-01-21T17:11:05.261992,Block-2
58.7,44.54,25.96,1009.42,198.99,-114,2026-01-21T17:11:09.619212,Block-2
58.7,44.61,25.95,1009.42,198.27,-114,2026-01-21T17:11:13.978021,Block-2
58.7,44.69,25.94,1009.41,199.48,-115,2026-01-21T17:11:18.333553,Block-2
36.96,44.82,25.93,1009.42,200.09,-114,2026-01-21T17:11:22.690841,Block-2
36.96,44.94,25.92,1009.42,199.6,-114,2026-01-21T17:11:27.048490,Block-2
80.43,45.09,25.91,1009.43,197.31,-114,2026-01-21T17:11:31.404874,Block-2
58.7,45.22,25.9,1009.42,198.99,-114,2026-01-21T17:11:35.763059,Block-2
15.22,45.21,25.89,1009.43,195.31,-114,2026-01-21T17:11:40.119662,Block-2
58.7,45.09,25.87,1009.42,199.72,-113,2026-01-21T17:11:44.476593,Block-2
15.22,44.85,25.86,1009.43,200.7,-114,2026-01-21T17:11:48.832912,Block-2
102.17,44.71,25.85,1009.42,202.07,-113,2026-01-21T17:11:53.191069,Block-2
58.7,44.74,25.84,1009.41,200.09,-113,2026-01-21T17:11:57.548213,Block-2
58.7,44.89,25.83,1009.43,198.99,-114,2026-01-21T17:12:01.904626,Block-2
58.7,44.93,25.82,1009.44,199.36,-114,2026-01-21T17:12:06.262370,Block-2
80.43,45.11,25.8,1009.42,198.63,-114,2026-01-21T17:12:10.618736,Block-2
36.96,45.33,25.79,1009.42,198.15,-114,2026-01-21T17:12:14.976638,Block-2
58.7,45.39,25.77,1009.43,197.07,-113,2026-01-21T17:12:19.333349,Block-2
58.7,45.39,25.74,1009.43,199.85,-113,2026-01-21T17:12:23.690902,Block-2
58.7,45.36,25.72,1009.44,199.72,-114,2026-01-21T17:12:28.047874,Block-2
102.17,45.42,25.69,1009.42,198.99,-115,2026-01-21T17:12:32.404966,Block-2
58.7,45.42,25.67,1009.44,200.34,-115,2026-01-21T17:12:36.761468,Block-2
80.43,45.44,25.65,1009.43,197.91,-114,2026-01-21T17:12:41.118965,Block-2
58.7,45.61,25.64,1009.45,198.03,-114,2026-01-21T17:12:45.476430,Block-2
80.43,45.79,25.62,1009.45,198.87,-114,2026-01-21T17:12:49.833685,Block-2
58.7,45.83,25.6,1009.45,197.07,-114,2026-01-21T17:12:54.190897,Block-2
58.7,45.81,25.58,1009.45,195.54,-114,2026-01-21T17:12:58.547687,Block-2
58.7,45.75,25.56,1009.46,199.97,-114,2026-01-21T17:13:02.904504,Block-2
58.7,45.75,25.55,1009.47,199.24,-114,2026-01-21T17:13:07.261132,Block-2
58.7,45.79,25.54,1009.46,198.99,-114,2026-01-21T17:13:11.619966,Block-2
58.7,45.8,25.53,1009.47,198.99,-114,2026-01-21T17:13:15.976250,Block-2
58.7,45.82,25.52,1009.47,196.48,-115,2026-01-21T17:13:20.333638,Block-2
0.0,45.88,25.51,1009.47,196.84,-114,2026-01-21T17:13:24.691274,Block-2
36.96,45.86,25.51,1009.46,196.36,-114,2026-01-21T17:13:29.047314,Block-2
36.96,45.92,25.51,1009.47,195.77,-113,2026-01-21T17:13:33.405480,Block-2
58.7,46.02,25.51,1009.47,195.19,-114,2026-01-21T17:13:37.762268,Block-2
58.7,46.2,25.5,1009.49,194.38,-115,2026-01-21T17:13:42.119926,Block-2
58.7,46.29,25.5,1009.48,195.19,-115,2026-01-21T17:13:46.476251,Block-2
58.7,46.19,25.5,1009.49,194.15,-115,2026-01-21T17:13:50.833298,Block-2
80.43,45.97,25.49,1009.48,195.89,-115,2026-01-21T17:13:55.190456,Block-2
58.7,45.77,25.49,1009.47,195.19,-114,2026-01-21T17:13:59.548413,Block-2
58.7,45.6,25.48,1009.48,198.03,-115,2026-01-21T17:14:03.904792,Block-2
58.7,45.56,25.47,1009.48,197.19,-115,2026-01-21T17:14:08.261558,Block-2
15.22,45.57,25.45,1009.48,196.24,-116,2026-01-21T17:14:12.619372,Block-2
0.0,45.57,25.44,1009.47,197.91,-115,2026-01-21T17:14:16.976552,Block-2
58.7,45.46,25.42,1009.47,200.21,-115,2026-01-21T17:14:25.691208,Block-2
58.7,46.18,25.36,1009.48,196.36,-115,2026-01-21T17:14:51.936095,Block-2
36.96,46.05,25.34,1009.48,196.13,-115,2026-01-21T17:14:56.292825,Block-2
36.96,45.97,25.32,1009.48,195.89,-115,2026-01-21T17:15:00.649047,Block-2
58.7,46.02,25.31,1009.49,196.01,-115,2026-01-21T17:15:05.005495,Block-2
0.0,46.21,25.3,1009.49,194.03,-115,2026-01-21T17:15:09.362890,Block-2
36.96,46.39,25.29,1009.5,189.97,-115,2026-01-21T17:15:13.720066,Block-2
58.7,46.61,25.28,1009.49,191.87,-114,2026-01-21T17:15:18.078038,Block-2
58.7,46.63,25.27,1009.48,192.21,-114,2026-01-21T17:15:22.436032,Block-2
36.96,46.55,25.26,1009.49,193.69,-114,2026-01-21T17:15:26.792255,Block-2
58.7,46.48,25.24,1009.49,194.38,-114,2026-01-21T17:15:31.150415,Block-2
58.7,46.4,25.22,1009.49,195.42,-114,2026-01-21T17:15:35.506296,Block-2
36.96,46.38,25.2,1009.5,195.66,-115,2026-01-21T17:15:39.863308,Block-2
80.43,46.35,25.18,1009.51,195.31,-113,2026-01-21T17:15:44.220504,Block-2
58.7,46.32,25.15,1009.51,196.24,-114,2026-01-21T17:15:48.578361,Block-2
58.7,46.34,25.13,1009.51,195.42,-114,2026-01-21T17:15:52.935415,Block-2
15.22,46.39,25.1,1009.51,194.73,-114,2026-01-21T17:15:57.292312,Block-2
36.96,46.54,25.08,1009.51,196.96,-113,2026-01-21T17:16:01.649763,Block-2
58.7,46.66,25.06,1009.51,192.77,-114,2026-01-21T17:16:06.007006,Block-2
80.43,47.12,25.02,1009.52,192.89,-114,2026-01-21T17:16:10.363149,Block-2
102.17,47.42,25.03,1009.52,194.49,-114,2026-01-21T17:16:14.720230,Block-2
58.7,47.34,25.04,1009.51,194.61,-114,2026-01-21T17:16:19.077640,Block-2
36.96,47.2,25.04,1009.51,195.19,-115,2026-01-21T17:16:23.435266,Block-2
58.7,47.24,25.04,1009.51,192.43,-116,2026-01-21T17:16:27.792699,Block-2
0.0,47.5,25.04,1009.52,192.32,-115,2026-01-21T17:16:32.148997,Block-2
58.7,47.82,25.03,1009.52,187.15,-115,2026-01-21T17:16:36.505934,Block-2
102.17,48.34,25.02,1009.52,187.79,-115,2026-01-21T17:16:40.864129,Block-2
102.17,48.55,25.01,1009.51,189.97,-115,2026-01-21T17:16:45.220963,Block-2
36.96,48.35,25.0,1009.53,192.43,-114,2026-01-21T17:16:49.577736,Block-2
36.96,48.09,24.98,1009.52,192.09,-114,2026-01-21T17:16:53.935016,Block-2
58.7,47.89,24.97,1009.51,187.79,-114,2026-01-21T17:16:58.291997,Block-2
58.7,47.98,24.95,1009.52,193.0,-114,2026-01-21T17:17:02.649993,Block-2
58.7,47.73,24.94,1009.51,193.23,-113,2026-01-21T17:17:07.006154,Block-2
36.96,47.53,24.94,1009.51,193.8,-112,2026-01-21T17:17:11.363274,Block-2
58.7,47.61,24.95,1009.52,189.97,-112,2026-01-21T17:17:15.720860,Block-2
58.7,47.96,24.96,1009.5,191.2,-111,2026-01-21T17:17:20.077121,Block-2
58.7,48.35,24.98,1009.52,188.88,-112,2026-01-21T17:17:24.434816,Block-2
58.7,48.42,25.0,1009.52,190.53,-112,2026-01-21T17:17:28.792042,Block-2
58.7,48.12,25.02,1009.52,193.92,-112,2026-01-21T17:17:33.150022,Block-2
58.7,47.92,25.04,1009.51,191.64,-112,2026-01-21T17:17:37.506022,Block-2
58.7,47.85,25.07,1009.52,192.09,-114,2026-01-21T17:17:41.863280,Block-2
15.22,47.58,25.09,1009.51,191.98,-114,2026-01-21T17:17:46.220438,Block-2
15.22,47.46,25.12,1009.53,192.43,-113,2026-01-21T17:17:50.577601,Block-2
58.7,47.4,25.12,1009.51,192.09,-113,2026-01-21T17:17:54.934705,Block-2
36.96,47.5,25.14,1009.51,191.08,-114,2026-01-21T17:17:59.291506,Block-2
15.22,48.02,25.16,1009.52,187.68,-114,2026-01-21T17:18:03.648715,Block-2
58.7,48.21,25.17,1009.51,187.57,-114,2026-01-21T17:18:08.005746,Block-2
36.96,48.08,25.19,1009.51,191.87,-113,2026-01-21T17:18:12.362888,Block-2
58.7,47.87,25.2,1009.51,184.71,-114,2026-01-21T17:18:16.719909,Block-2
58.7,47.84,25.22,1009.51,190.53,-114,2026-01-21T17:18:21.076552,Block-2
36.96,47.64,25.24,1009.51,188.88,-114,2026-01-21T17:18:25.434105,Block-2
15.22,47.37,25.26,1009.51,190.75,-114,2026-01-21T17:18:29.792483,Block-2
58.7,47.33,25.29,1009.51,188.22,-114,2026-01-21T17:18:34.148494,Block-2
58.7,47.68,25.31,1009.5,187.9,-115,2026-01-21T17:18:38.506014,Block-2
58.7,47.72,25.33,1009.5,189.97,-114,2026-01-21T17:18:42.862868,Block-2
36.96,47.58,25.35,1009.5,189.31,-114,2026-01-21T17:18:47.219663,Block-2
15.22,47.7,25.37,1009.49,187.25,-114,2026-01-21T17:18:51.578232,Block-2
15.22,47.61,25.39,1009.51,188.44,-113,2026-01-21T17:18:55.934675,Block-2
15.22,47.59,25.41,1009.51,188.55,-113,2026-01-21T17:19:00.292047,Block-2
36.96,47.75,25.43,1009.51,185.87,-113,2026-01-21T17:19:04.780958,Block-2
15.22,47.86,25.45,1009.52,187.79,-113,2026-01-21T17:19:09.138058,Block-2
58.7,48.04,25.46,1009.51,187.79,-113,2026-01-21T17:19:13.495021,Block-2
58.7,48.11,25.46,1009.52,184.92,-113,2026-01-21T17:19:17.852484,Block-2
15.22,48.63,25.47,1009.5,184.11,-114,2026-01-21T17:19:22.210161,Block-2
58.7,49.01,25.46,1009.51,178.76,-114,2026-01-21T17:19:26.566607,Block-2
36.96,49.62,25.46,1009.51,182.29,-114,2026-01-21T17:19:30.923073,Block-2
36.96,49.81,25.45,1009.52,183.9,-113,2026-01-21T17:19:35.280499,Block-2
15.22,49.59,25.44,1009.51,182.09,-113,2026-01-21T17:19:39.638919,Block-2
58.7,49.43,25.43,1009.52,182.29,-113,2026-01-21T17:19:43.995662,Block-2
80.43,49.45,25.43,1009.52,184.11,-113,2026-01-21T17:19:48.353126,Block-2
58.7,49.54,25.43,1009.51,183.09,-113,2026-01-21T17:19:52.708636,Block-2
36.96,49.51,25.42,1009.52,186.08,-114,2026-01-21T17:19:57.066632,Block-2
36.96,49.66,25.42,1009.51,179.73,-113,2026-01-21T17:20:01.422781,Block-2
36.96,49.67,25.41,1009.5,182.29,-113,2026-01-21T17:20:05.780843,Block-2
15.22,49.62,25.41,1009.5,183.9,-113,2026-01-21T17:20:10.138987,Block-2
15.22,49.78,25.4,1009.5,183.3,-113,2026-01-21T17:20:14.495653,Block-2
36.96,50.1,25.42,1009.51,181.1,-113,2026-01-21T17:20:18.852351,Block-2
51.85,68.22,23.39,1009.36,149.24,-103,2026-01-20T21:13:30.765606,Hostel Area
70.37,67.3,23.61,1009.34,154.79,-102,2026-01-20T21:13:35.122810,Hostel Area
79.63,66.59,23.78,1009.33,160.47,-102,2026-01-20T21:13:39.480410,Hostel Area
51.85,66.01,23.93,1009.33,164.28,-103,2026-01-20T21:13:43.837935,Hostel Area
42.59,65.48,24.05,1009.32,166.75,-107,2026-01-20T21:13:48.195030,Hostel Area
61.11,65.0,24.15,1009.33,168.95,-115,2026-01-20T21:13:52.551661,Hostel Area
51.85,64.58,24.24,1009.3,169.12,-98,2026-01-20T21:13:56.909130,Hostel Area
51.85,64.27,24.32,1009.31,171.04,-98,2026-01-20T21:14:01.265493,Hostel Area
61.11,63.87,24.39,1009.31,172.64,-97,2026-01-20T21:14:05.623145,Hostel Area
107.41,63.91,24.46,1009.31,172.28,-103,2026-01-20T21:14:09.980971,Hostel Area
88.89,63.68,24.52,1009.31,175.37,-99,2026-01-20T21:14:14.337703,Hostel Area
70.37,63.2,24.57,1009.3,175.93,-99,2026-01-20T21:14:18.694306,Hostel Area
79.63,62.75,24.62,1009.29,175.37,-98,2026-01-20T21:14:23.051622,Hostel Area
70.37,62.52,24.66,1009.31,174.45,-97,2026-01-20T21:14:27.407780,Hostel Area
98.15,62.31,24.7,1009.3,176.3,-98,2026-01-20T21:14:31.766207,Hostel Area
61.11,62.14,24.73,1009.31,177.24,-99,2026-01-20T21:14:36.124160,Hostel Area
135.19,61.98,24.76,1009.31,174.08,-99,2026-01-20T21:14:40.480061,Hostel Area
79.63,61.89,24.79,1009.31,175.93,-98,2026-01-20T21:14:44.837566,Hostel Area
79.63,61.7,24.81,1009.32,176.67,-98,2026-01-20T21:14:49.196312,Hostel Area
61.11,61.52,24.84,1009.32,175.55,-98,2026-01-20T21:14:53.550220,Hostel Area
70.37,61.36,24.86,1009.32,175.74,-99,2026-01-20T21:14:57.908682,Hostel Area
61.11,61.29,24.89,1009.32,175.0,-98,2026-01-20T21:15:02.266186,Hostel Area
61.11,61.37,24.91,1009.32,173.36,-98,2026-01-20T21:15:06.622985,Hostel Area
98.15,61.22,24.93,1009.31,174.63,-99,2026-01-20T21:15:10.980259,Hostel Area
70.37,61.09,24.95,1009.33,173.72,-100,2026-01-20T21:15:15.336829,Hostel Area
61.11,60.95,24.97,1009.32,174.45,-98,2026-01-20T21:15:19.694240,Hostel Area
70.37,60.83,25.0,1009.33,174.82,-98,2026-01-20T21:15:24.050888,Hostel Area
61.11,60.74,25.01,1009.32,174.08,-98,2026-01-20T21:15:28.407486,Hostel Area
70.37,60.63,25.03,1009.32,174.82,-98,2026-01-20T21:15:32.766065,Hostel Area
70.37,60.57,25.04,1009.33,174.63,-99,2026-01-20T21:15:37.122819,Hostel Area
70.37,60.47,25.06,1009.32,172.1,-98,2026-01-20T21:15:41.479993,Hostel Area
61.11,60.45,25.07,1009.33,172.1,-98,2026-01-20T21:15:45.837105,Hostel Area
51.85,60.42,25.08,1009.33,173.54,-99,2026-01-20T21:15:50.194101,Hostel Area
70.37,60.33,25.1,1009.32,173.72,-99,2026-01-20T21:15:54.552592,Hostel Area
70.37,60.28,25.11,1009.32,174.27,-100,2026-01-20T21:15:58.908752,Hostel Area
61.11,60.25,25.12,1009.32,173.54,-100,2026-01-20T21:16:03.265894,Hostel Area
79.63,60.19,25.13,1009.29,169.99,-113,2026-01-20T21:16:07.622873,Hostel Area
98.15,60.27,25.13,1009.24,167.93,-102,2026-01-20T21:16:11.980053,Hostel Area
125.93,60.4,25.13,1009.23,165.09,-100,2026-01-20T21:16:16.336782,Hostel Area
98.15,60.7,25.13,1009.24,164.44,-100,2026-01-20T21:16:20.693963,Hostel Area
79.63,60.89,25.12,1009.24,169.99,-104,2026-01-20T21:16:25.050275,Hostel Area
70.37,60.85,25.1,1009.24,166.08,-107,2026-01-20T21:16:29.408228,Hostel Area
70.37,60.78,25.08,1009.25,166.25,-103,2026-01-20T21:16:33.765606,Hostel Area
107.41,60.69,25.07,1009.23,166.75,-109,2026-01-20T21:16:38.123255,Hostel Area
42.59,60.65,25.05,1009.24,179.54,-106,2026-01-20T21:16:42.479812,Hostel Area
51.85,60.19,25.02,1009.26,189.09,-103,2026-01-20T21:16:46.836353,Hostel Area
42.59,59.62,24.99,1009.26,190.3,-100,2026-01-20T21:16:51.194374,Hostel Area
33.33,59.27,24.96,1009.25,190.75,-98,2026-01-20T21:16:55.551325,Hostel Area
51.85,59.1,24.92,1009.24,174.82,-104,2026-01-20T21:16:59.907841,Hostel Area
42.59,59.35,24.89,1009.24,188.22,-109,2026-01-20T21:17:04.264552,Hostel Area
42.59,59.28,24.85,1009.24,191.2,-111,2026-01-20T21:17:08.622360,Hostel Area
33.33,59.13,24.8,1009.23,191.87,-109,2026-01-20T21:17:12.980290,Hostel Area
33.33,59.06,24.75,1009.23,190.3,-102,2026-01-20T21:17:17.337576,Hostel Area
42.59,59.05,24.7,1009.22,190.75,-100,2026-01-20T21:17:21.694165,Hostel Area
0.0,59.0,24.65,1009.21,191.53,-102,2026-01-20T21:17:26.051493,Hostel Area
24.07,59.05,24.59,1009.24,190.97,-114,2026-01-20T21:17:30.407455,Hostel Area
14.81,59.07,24.53,1009.26,190.08,-107,2026-01-20T21:17:34.764413,Hostel Area
33.33,59.11,24.47,1009.26,189.42,-107,2026-01-20T21:17:39.121468,Hostel Area
33.33,59.23,24.41,1009.27,191.76,-107,2026-01-20T21:17:43.612002,Hostel Area
33.33,59.37,24.35,1009.27,191.08,-107,2026-01-20T21:17:47.968431,Hostel Area
33.33,59.47,24.29,1009.26,191.31,-107,2026-01-20T21:17:52.326335,Hostel Area
33.33,59.54,24.23,1009.25,190.19,-108,2026-01-20T21:17:56.682210,Hostel Area
42.59,59.58,24.18,1009.26,191.87,-108,2026-01-20T21:18:01.040168,Hostel Area
33.33,59.75,24.13,1009.25,191.42,-108,2026-01-20T21:18:05.398445,Hostel Area
42.59,59.92,24.08,1009.26,191.98,-108,2026-01-20T21:18:09.753783,Hostel Area
42.59,60.09,24.03,1009.27,191.87,-108,2026-01-20T21:18:14.111463,Hostel Area
33.33,60.22,23.99,1009.27,190.64,-108,2026-01-20T21:18:18.470142,Hostel Area
42.59,60.34,23.94,1009.28,190.64,-113,2026-01-20T21:18:22.825855,Hostel Area
33.33,60.41,23.91,1009.28,189.42,-108,2026-01-20T21:18:27.182304,Hostel Area
42.59,60.49,23.87,1009.3,191.42,-109,2026-01-20T21:18:31.539646,Hostel Area
24.07,60.6,23.83,1009.29,190.53,-110,2026-01-20T21:18:35.896782,Hostel Area
33.33,60.68,23.8,1009.3,189.42,-110,2026-01-20T21:18:40.254560,Hostel Area
33.33,60.7,23.76,1009.28,189.75,-110,2026-01-20T21:18:44.612005,Hostel Area
42.59,60.77,23.73,1009.29,190.97,-115,2026-01-20T21:18:48.968333,Hostel Area
24.07,60.75,23.69,1009.28,189.97,-107,2026-01-20T21:18:53.326198,Hostel Area
51.85,60.8,23.65,1009.29,190.75,-114,2026-01-20T21:18:57.682881,Hostel Area
33.33,60.81,23.61,1009.28,189.2,-107,2026-01-20T21:19:02.040382,Hostel Area
51.85,60.86,23.58,1009.25,189.86,-107,2026-01-20T21:19:06.396117,Hostel Area
33.33,60.98,23.54,1009.24,190.19,-103,2026-01-20T21:19:10.753049,Hostel Area
33.33,61.22,23.5,1009.26,189.97,-103,2026-01-20T21:19:15.111489,Hostel Area
42.59,61.44,23.46,1009.26,189.53,-106,2026-01-20T21:19:19.467975,Hostel Area
42.59,61.57,23.43,1009.26,189.75,-115,2026-01-20T21:19:23.826043,Hostel Area
51.85,61.75,23.4,1009.27,189.97,-111,2026-01-20T21:19:28.182236,Hostel Area
42.59,61.84,23.39,1009.28,189.2,-113,2026-01-20T21:19:32.540397,Hostel Area
24.07,61.89,23.37,1009.29,189.75,-110,2026-01-20T21:19:36.897336,Hostel Area
24.07,61.95,23.36,1009.28,189.64,-108,2026-01-20T21:19:41.254007,Hostel Area
33.33,62.0,23.35,1009.27,188.44,-107,2026-01-20T21:19:45.610847,Hostel Area
33.33,62.05,23.35,1009.28,189.2,-107,2026-01-20T21:19:49.967554,Hostel Area
14.81,62.13,23.35,1009.28,186.19,-108,2026-01-20T21:19:54.325415,Hostel Area
24.07,62.35,23.35,1009.3,187.68,-108,2026-01-20T21:19:58.682539,Hostel Area
33.33,62.41,23.36,1009.28,187.36,-106,2026-01-20T21:20:03.039715,Hostel Area
24.07,62.48,23.36,1009.29,186.19,-102,2026-01-20T21:20:07.397906,Hostel Area
14.81,62.49,23.38,1009.3,185.76,-100,2026-01-20T21:20:11.754146,Hostel Area
42.59,62.57,23.39,1009.29,185.97,-100,2026-01-20T21:20:16.111798,Hostel Area
24.07,62.63,23.4,1009.3,185.87,-100,2026-01-20T21:20:20.468225,Hostel Area
33.33,62.51,23.42,1009.29,186.08,-104,2026-01-20T21:20:24.824662,Hostel Area
33.33,62.51,23.42,1009.29,186.08,-115,2026-01-20T21:20:29.182445,Hostel Area
24.07,62.17,23.46,1009.29,186.82,-103,2026-01-20T21:20:33.540048,Hostel Area
33.33,62.08,23.47,1009.31,185.87,-104,2026-01-20T21:20:37.897246,Hostel Area
42.59,62.02,23.48,1009.33,187.25,-111,2026-01-20T21:20:42.254920,Hostel Area
14.81,62.01,23.48,1009.32,185.76,-104,2026-01-20T21:20:46.611478,Hostel Area
33.33,62.07,23.49,1009.31,158.63,-110,2026-01-20T21:20:50.967661,Hostel Area
51.85,62.53,23.49,1009.38,163.63,-106,2026-01-20T21:20:55.324984,Hostel Area
51.85,62.84,23.5,1009.39,165.09,-103,2026-01-20T21:20:59.681928,Hostel Area
51.85,63.07,23.5,1009.38,164.93,-103,2026-01-20T21:21:04.040096,Hostel Area
33.33,63.37,23.51,1009.39,161.56,-103,2026-01-20T21:21:08.397046,Hostel Area
51.85,63.67,23.53,1009.38,160.63,-101,2026-01-20T21:21:12.753965,Hostel Area
51.85,63.75,23.54,1009.39,161.41,-102,2026-01-20T21:21:17.110410,Hostel Area
42.59,63.73,23.56,1009.38,162.2,-101,2026-01-20T21:21:21.468157,Hostel Area
51.85,63.59,23.58,1009.38,162.83,-103,2026-01-20T21:21:25.825896,Hostel Area
51.85,63.48,23.59,1009.36,162.04,-101,2026-01-20T21:21:30.182724,Hostel Area
42.59,63.43,23.61,1009.37,162.67,-101,2026-01-20T21:21:34.539913,Hostel Area
51.85,63.41,23.62,1009.37,162.67,-102,2026-01-20T21:21:38.896910,Hostel Area
42.59,63.5,23.63,1009.38,163.79,-103,2026-01-20T21:21:43.254529,Hostel Area
51.85,63.62,23.64,1009.37,162.83,-102,2026-01-20T21:21:47.611332,Hostel Area
51.85,63.71,23.66,1009.38,162.51,-102,2026-01-20T21:21:51.968528,Hostel Area
79.63,63.64,23.66,1009.39,162.35,-102,2026-01-20T21:21:56.324664,Hostel Area
61.11,63.5,23.67,1009.39,163.95,-100,2026-01-20T21:22:00.682106,Hostel Area
33.33,63.41,23.68,1009.38,165.42,-102,2026-01-20T21:22:05.039159,Hostel Area
61.11,63.33,23.69,1009.38,165.09,-100,2026-01-20T21:22:09.396875,Hostel Area
51.85,63.26,23.7,1009.38,165.59,-100,2026-01-20T21:22:13.754262,Hostel Area
61.11,63.12,23.71,1009.38,167.59,-100,2026-01-20T21:22:18.110662,Hostel Area
70.37,62.96,23.72,1009.38,166.75,-100,2026-01-20T21:22:22.467396,Hostel Area
51.85,63.16,23.74,1009.38,164.93,-100,2026-01-20T21:22:26.825025,Hostel Area
70.37,63.26,23.74,1009.38,166.42,-100,2026-01-20T21:22:31.313591,Hostel Area
61.11,63.1,23.75,1009.39,165.42,-99,2026-01-20T21:22:35.670230,Hostel Area
51.85,62.96,23.76,1009.37,167.25,-100,2026-01-20T21:22:40.028458,Hostel Area
51.85,62.94,23.77,1009.39,162.2,-99,2026-01-20T21:22:44.384503,Hostel Area
51.85,63.13,23.78,1009.39,162.67,-99,2026-01-20T21:22:48.741416,Hostel Area
42.59,63.17,23.79,1009.39,163.31,-99,2026-01-20T21:22:53.099414,Hostel Area
61.11,63.23,23.8,1009.38,162.67,-99,2026-01-20T21:22:57.457681,Hostel Area
70.37,63.37,23.81,1009.38,159.85,-100,2026-01-20T21:23:01.814198,Hostel Area
42.59,63.63,23.82,1009.38,158.79,-99,2026-01-20T21:23:06.175162,Hostel Area
51.85,63.75,23.83,1009.39,162.2,-99,2026-01-20T21:23:10.530298,Hostel Area
33.33,63.69,23.84,1009.38,158.79,-98,2026-01-20T21:23:14.888262,Hostel Area
51.85,63.81,23.85,1009.38,156.99,-99,2026-01-20T21:23:19.242920,Hostel Area
42.59,64.01,23.86,1009.39,158.18,-99,2026-01-20T21:23:23.603023,Hostel Area
51.85,64.07,23.87,1009.38,158.79,-99,2026-01-20T21:23:27.956796,Hostel Area
51.85,63.98,23.87,1009.38,157.58,-99,2026-01-20T21:23:32.313414,Hostel Area
42.59,63.82,23.88,1009.38,158.94,-99,2026-01-20T21:23:36.671086,Hostel Area
33.33,63.77,23.89,1009.38,158.33,-99,2026-01-20T21:23:41.026936,Hostel Area
